FAMID,AGEFAM,CRNTWG,RETAGE,SPENDING,FINCAP
4022,91.9,0,58,49410,159339
4023,47.6,82857,73,58135,-263633
4024,85.1,0,61,70738,593219
4025,77.6,0,64,42338,610737
4026,70.7,49908,75,32582,311372
4027,33.3,52690,70,50777,-65914
4028,77.9,0,67,64120,807092
4029,91.6,0,63,35917,69357
4030,42.2,86412,68,73177,-43774
4031,45.8,58578,69,38352,-210264
4032,75.5,0,57,38283,545363
4033,77.2,0,69,78025,958860
4034,51.9,75966,58,51972,738955
4035,48.5,38849,56,36239,476179
4036,77.7,0,64,30790,413229
4037,61,144659,70,69987,286329
4038,75.6,0,62,68722,969349
4039,69.4,142746,73,61496,537234
4040,34.4,45016,61,43169,166020
4041,70.5,0,65,61738,1026005
4042,74,57355,74,36414,565002
4043,89.7,0,72,51364,211602
4044,57.5,0,55,60976,1246976
4045,34.9,44176,57,40608,208642
4046,56.8,118334,71,66638,-3110
4047,43.6,41345,67,34055,9760
4048,61.8,0,58,74102,1510529
4049,82.9,0,71,24083,308886
4050,87.7,0,57,46634,330432
4051,90.7,0,74,77263,330022
4052,61.6,118796,67,60402,549851
4053,58.3,30534,64,24657,331627
4054,42.2,90256,73,75295,-233705
4055,48.6,31614,59,27415,260711
4056,48.8,65663,71,44082,-125307
4057,79,0,62,77311,956901
4058,63.8,69754,73,50959,305481
4059,36.5,47320,66,42104,40942
4060,63.2,97675,72,62376,390038
4061,94.6,0,60,43532,1298
4062,37.9,41104,67,35724,39917
4063,55.4,28299,67,21681,118771
4064,51.7,48203,67,32157,54256
4065,62.1,0,55,32063,565091
4066,85.8,0,59,53482,390023
4067,30.2,27496,55,27103,178126
4068,37.9,57618,56,49607,349766
4069,72.9,0,55,51798,795172
4070,79.5,0,68,42366,496524
4071,66.6,104690,67,62792,1095101
4072,78.7,0,67,64484,778719
4073,72.9,0,61,36425,500726
4074,45.9,99962,75,71407,-534617
4075,92.6,0,57,49929,171915
4076,66.5,0,62,48710,799867
4077,82.3,0,61,66122,598832
4078,78.4,0,65,74195,929002
4079,71.3,0,70,37055,647565
4080,45.5,101884,61,77899,456668
4081,50.2,75224,65,50511,163002
4082,39.7,86212,63,65426,-97579
4083,34.2,20621,72,20065,-127927
4084,60.5,128761,67,76944,690123
4085,54,74608,56,55164,1010259
4086,77.5,0,67,25115,331451
4087,62.9,0,58,61128,1191425
4088,91.5,0,56,26054,81070
4089,37.4,28609,67,24934,-9978
4090,50.4,89523,59,62812,672773
4091,74.8,0,70,33922,581959
4092,68.7,0,57,68696,1105196
4093,35.9,33386,66,30719,-15999
4094,81.9,0,73,45870,519359
4095,45,69379,66,50632,-105767
4096,64.9,171402,69,77121,735001
4097,68.6,0,63,21004,384777
4098,57.3,76252,62,60188,947414
4099,57.3,74199,71,48768,236958
4100,34.4,36126,61,32767,62850
4101,35.3,45107,68,41489,-42194
4102,52,83555,74,69175,48415
4103,86.3,0,72,36717,254554
4104,68.7,0,62,23100,450464
4105,52,116517,68,71801,-67237
4106,51.7,57220,62,38657,290213
4107,40.8,60424,60,48352,204801
4108,49.7,84941,69,54308,-5311
4109,63.3,72229,69,50314,572611
4110,34.1,28235,60,25940,29821
4111,76.2,0,65,55753,849342
4112,40,30407,57,24718,187083
4113,36.5,85319,64,75579,81558
4114,59.3,124660,62,61657,874749
4115,80.2,0,75,49228,498880
4116,92.5,0,57,77289,203794
4117,62.5,141208,67,73141,849607
4118,67.9,0,64,41603,748941
4119,74,0,62,35738,638745
4120,36.2,22503,69,20417,-65901
4121,31.2,37444,59,36257,120125
4122,77.5,0,65,70481,899095
4123,69.9,0,57,71817,1240598
4124,66.4,0,60,53069,973450
4125,42.4,78781,71,67602,-168597
4126,31.4,67304,55,65131,372211
4127,31.6,28081,61,26428,71233
4128,43.8,45716,57,35909,305602
4129,89,0,70,32625,125649
4130,42.3,67532,70,54831,-131449
4131,72.5,0,67,58258,845911
4132,63.8,65485,69,39459,498578
4133,63.2,101210,64,65563,1135464
4134,92.5,0,61,27597,118171
4135,37.5,78859,61,72313,288043
4136,82.3,0,71,40586,426965
4137,74.9,0,58,46774,649527
4138,76.5,0,72,25799,316586
4139,44,83826,60,65215,383248
4140,67.3,0,63,58071,996037
4141,46.7,88432,56,69884,845739
4142,44.5,80497,73,53619,-471321
4143,53.4,72557,66,50525,349032
4144,90.1,0,62,60133,305846
4145,72.3,0,61,49767,747399
4146,48.4,94110,65,74485,338510
4147,82.7,0,68,66964,612095
4148,62.1,49403,71,30552,239262
4149,82.8,0,62,20555,293425
4150,82.9,0,73,78213,717858
4151,49.5,66486,71,47103,-76564
4152,80.2,0,74,35960,354518
4153,94,0,63,28119,-10825
4154,72.5,122198,74,65987,793227
4155,57.9,118901,68,78501,525020
4156,41.8,52980,60,44245,232473
4157,67.6,0,66,64388,1155161
4158,82.4,0,59,34551,367388
4159,55.3,98169,66,77867,740128
4160,91.1,0,74,77440,305043
4161,45.7,84590,67,70790,156976
4162,52.5,34876,72,22081,-71314
4163,41.3,34135,73,28053,-186489
4164,61.3,63935,72,32735,28988
4165,90.1,0,71,63857,318480
4166,91.5,0,73,77759,218241
4167,77.9,0,68,37087,410847
4168,42.5,70421,58,60314,562282
4169,87.4,0,57,59974,490277
4170,55.5,50527,60,44344,761493
4171,72.5,0,59,19862,306147
4172,70.4,0,65,25576,452203
4173,76.7,0,56,27909,414718
4174,44.2,27137,61,21882,122246
4175,78.2,0,62,61021,792644
4176,34.2,72332,58,68793,236678
4177,50.5,91106,68,68609,237096
4178,72.8,0,62,67038,1070033
4179,92.1,0,58,37081,85275
4180,50.5,31363,75,22741,-179876
4181,31.6,33023,74,32437,13536
4182,42.6,35396,67,30682,-8812
4183,67.8,44275,70,23801,299825
4184,95,0,62,74851,74627
4185,90,0,63,54938,308985
4186,87.3,0,66,60401,429204
4187,83.4,0,56,20962,155404
4188,40.5,34104,72,28888,19797
4189,47.3,29644,65,21811,42343
4190,84.9,0,72,26737,226366
4191,77.9,0,74,36662,520525
4192,31.9,53331,70,50688,-43397
4193,32.8,35873,68,33256,-34781
4194,45,59771,67,40641,-61480
4195,43.4,78895,68,64417,-81029
4196,41.3,67944,60,60760,441417
4197,42.7,71302,61,56746,286306
4198,63.1,0,62,77419,1480484
4199,89.4,0,69,28498,150255
4200,75.7,0,61,58615,738758
4201,45.8,91326,62,72877,454625
4202,74.3,0,59,71200,1122219
4203,94.6,0,71,36859,-27056
4204,49.2,48814,63,43753,430031
4205,52.5,57239,67,43582,282142
4206,54.1,93245,59,63601,970871
4207,83.7,0,59,43531,339201
4208,38.7,85040,74,76123,-318114
4209,39.8,27765,72,23398,13172
4210,56,100564,70,63673,73832
4211,40.4,75028,66,67941,158569
4212,90,0,73,34192,141367
4213,74.5,0,71,66977,995906
4214,89,0,66,20532,105039
4215,73.6,0,67,65998,1013395
4216,83.3,0,67,34382,271633
4217,93.4,0,68,58215,-21985
4218,62,85693,63,44092,770342
4219,92.9,0,75,24262,29892
4220,93.8,0,58,41330,-36641
4221,46,43349,62,32260,215888
4222,32.9,63226,55,59411,323568
4223,77.2,0,68,24641,328331
4224,92.5,0,56,61499,242475
4225,75.7,0,75,50263,706231
4226,57.7,89194,65,57003,617491
4227,67.8,42104,73,26362,282749
4228,70.4,0,57,48445,881203
4229,86.3,0,66,69929,564247
4230,47.7,28603,75,21843,-89588
4231,51.3,66814,56,46160,761177
4232,76.3,0,57,57946,705670
4233,31.9,60008,56,57372,323915
4234,77.1,0,69,56248,789088
4235,51.8,44831,69,32931,30951
4236,38.8,90383,64,76317,189496
4237,64,70849,69,34635,287895
4238,61.9,71164,74,42109,111407
4239,36.9,50242,55,43617,289821
4240,57.2,92297,67,55096,359344
4241,67.3,0,60,70163,1281300
4242,43.5,65100,70,52139,-36813
4243,36.9,67688,56,59042,371665
4244,45.1,31162,58,24156,178830
4245,45.3,30641,73,22470,-210270
4246,85.2,0,72,36839,222159
4247,49.3,88580,57,64903,713678
4248,39.8,78324,61,62813,151422
4249,34.8,46848,59,43733,221741
4250,88.5,0,72,32779,241813
4251,53.4,61991,75,41323,-130647
4252,44.4,39723,62,29121,109649
4253,77.6,0,70,47963,715838
4254,64.4,76132,72,40141,186798
4255,41,72970,60,59422,322005
4256,83.9,0,64,27966,201929
4257,49.9,75953,75,51511,-292685
4258,49.1,97631,62,77808,729806
4259,46.9,79372,65,68050,419251
4260,87.1,0,69,69394,519305
4261,59.1,127054,65,70070,689767
4262,61.6,103783,64,74058,1220026
4263,61.5,0,59,39567,816377
4264,56.7,145185,74,74593,-565804
4265,71.6,0,65,67981,1093537
4266,77.6,0,62,73326,882949
4267,48.4,31633,68,26279,36467
4268,81.8,0,58,29235,458767
4269,82.9,0,70,28339,273741
4270,52.6,60669,72,44460,-19630
4271,68.2,50718,71,32447,409909
4272,60.5,87282,72,49796,-11858
4273,86.4,0,59,64683,378481
4274,71.6,82022,72,48207,721576
4275,32.6,39627,64,37158,-43802
4276,73.5,0,65,75402,1164766
4277,41.4,39886,55,35545,412752
4278,44.3,31849,57,26711,287973
4279,81.2,0,74,54758,577510
4280,57.7,82198,69,53358,327140
4281,40.8,44465,61,37277,22196
4282,72.9,0,61,70010,1023866
4283,93.7,0,74,73295,156102
4284,73.2,0,59,45355,653591
4285,87.5,0,64,58299,335030
4286,44.9,53354,56,45813,521444
4287,71.7,127385,75,52914,423061
4288,40.4,39351,64,29382,-110215
4289,42.4,41040,66,34905,116566
4290,54.4,99512,73,59840,-276431
4291,45.4,105863,75,72269,-665492
4292,54.7,107739,69,70604,127590
4293,32.4,33579,59,32550,89672
4294,36.2,63545,70,57788,-121645
4295,71.5,0,64,53063,827427
4296,64.7,35064,74,27546,239926
4297,43.2,37345,63,31439,109947
4298,59.3,78188,65,44034,531737
4299,65.6,0,58,57160,1042072
4300,88.4,0,63,49338,208092
4301,30.8,68727,68,66859,-107450
4302,72.7,0,72,55516,846080
4303,49.7,35840,68,27621,117125
4304,76.3,0,69,51653,716192
4305,65,93690,71,43174,288975
4306,70.1,137124,71,67650,963805
4307,56.8,77043,75,57710,-68404
4308,62.9,0,62,62858,1265660
4309,55.1,61908,67,37281,245804
4310,55.7,117152,67,72375,348722
4311,91.9,0,59,60148,265573
4312,89.9,0,61,38617,210632
4313,49.8,52508,57,39626,551713
4314,52.1,80607,57,56166,852211
4315,71.6,0,58,35560,658807
4316,95,0,56,61206,90010
4317,46.8,25824,61,21553,195934
4318,43.8,93463,59,65706,340743
4319,76.8,0,64,41838,568974
4320,90.2,0,60,33755,143857
4321,53.8,68786,68,60137,294008
4322,31.7,25212,68,24432,-65025
4323,67.5,28182,72,21833,196971
4324,61.2,0,60,71792,1334464
4325,66.4,62318,69,40011,557856
4326,79.2,0,65,61961,667070
4327,82.4,0,68,57448,607902
4328,62.1,114942,68,71199,759202
4329,70.5,0,59,26108,413581
4330,67,68995,67,47189,780546
4331,50.1,58953,63,44275,343024
4332,76.3,0,64,50476,634323
4333,72.9,0,62,61107,881216
4334,85.9,0,61,67522,585049
4335,86.3,0,57,24088,199851
4336,62.1,141340,64,76749,1142440
4337,37.2,42799,70,36379,-167869
4338,74.2,0,58,31932,509879
4339,74.1,0,62,58067,862160
4340,68,0,65,52438,924969
4341,56.5,56085,66,40180,382888
4342,44.7,27619,74,22586,-43614
4343,54.5,78549,74,54102,-6303
4344,69.7,84967,71,52884,726795
4345,39.1,60706,70,52080,-163282
4346,59.6,0,56,69364,1530108
4347,31.3,21753,56,20982,88162
4348,88.1,0,66,66354,419207
4349,47.6,112468,60,77440,561630
4350,45.5,50440,70,38800,-1129
4351,90.3,0,58,41271,245841
4352,85.6,0,65,61808,489484
4353,64.3,107450,69,57671,561939
4354,47.8,91551,70,66807,-80090
4355,47.1,53628,56,38872,545834
4356,94.4,0,59,62315,82444
4357,51.7,46821,74,31464,-179340
4358,43.9,39513,62,33135,154070
4359,78.8,0,62,58905,658238
4360,87.6,0,64,39034,219130
4361,79.9,0,68,68553,824117
4362,52.1,88375,66,69471,551125
4363,46.7,60308,62,42757,202950
4364,89.2,0,58,58242,350674
4365,51.7,40204,55,26099,495191
4366,56,44303,61,26740,275746
4367,51.1,30752,60,23697,166406
4368,64.3,42109,66,26679,440876
4369,83.6,0,69,29471,225420
4370,41.7,25956,63,21301,49839
4371,60.2,0,57,30387,574323
4372,46.5,45610,55,33162,401595
4373,67.8,0,64,69538,1218404
4374,33.8,28561,59,27060,205686
4375,43.9,85623,60,75883,691455
4376,77.6,0,67,26895,405720
4377,53,99132,66,77124,530410
4378,58,36605,63,23024,279539
4379,77.7,0,68,50589,622398
4380,85.9,0,70,35960,174207
4381,32.8,40648,56,39247,353739
4382,41.1,49121,75,41693,-218056
4383,39.1,48463,73,41430,-136776
4384,56.6,27876,71,19619,71338
4385,68.9,117638,73,71052,793089
4386,63.9,132432,65,78461,1293636
4387,36,48407,65,44578,43645
4388,74,0,71,51173,731585
4389,84.4,0,55,28803,236927
4390,52.4,82303,55,61375,1156333
4391,85.6,0,73,58460,563913
4392,83.3,0,75,49770,553928
4393,81.1,0,65,40004,488520
4394,56.1,0,55,39312,824410
4395,33.5,64295,68,60909,-121808
4396,67.8,96775,72,43854,286022
4397,65.1,0,59,44011,678781
4398,85.9,0,64,50752,391118
4399,31.7,79969,66,75640,-27425
4400,86.2,0,58,51245,416210
4401,80.5,0,68,26790,239648
4402,49.2,50612,66,32499,-41771
4403,90.1,0,61,72583,309912
4404,70.2,0,59,52399,877623
4405,75.3,0,61,53721,666789
4406,38.7,66126,58,60843,340966
4407,55.5,56583,71,45336,260756
4408,56.6,108378,58,66310,1215040
4409,55.2,104551,75,75424,-133481
4410,39,47533,63,40918,65290
4411,54.9,48837,59,39334,567687
4412,69.2,92771,74,54643,498801
4413,93.1,0,63,73276,30687
4414,45.3,83162,64,71856,411217
4415,55.3,89065,59,63384,1114449
4416,33,77942,56,74298,428607
4417,40.4,48061,73,41559,-155182
4418,49.5,88097,57,62114,784732
4419,61.4,0,56,53556,1032250
4420,58.6,60656,61,37731,606549
4421,54.6,65983,61,48544,586897
4422,83.5,0,58,54762,513497
4423,36.1,39303,72,36562,-37710
4424,78.2,0,65,20393,218950
4425,88.5,0,66,28351,110228
4426,79.4,0,71,42426,553374
4427,41.5,77168,60,63698,387545
4428,41.1,71112,70,62294,-22021
4429,85,0,71,20556,190169
4430,73.9,0,63,46270,749292
4431,31,72866,71,70770,-160317
4432,86.7,0,66,20138,42595
4433,80.4,0,69,73616,852678
4434,48.5,77699,56,56169,708445
4435,84.2,0,57,34578,371653
4436,90.2,0,65,72838,318856
4437,72.2,0,71,41036,660981
4438,40.3,51563,73,41729,-221516
4439,88.1,0,66,64872,480809
4440,46.7,90223,75,71648,-307439
4441,74.9,0,71,74704,1047726
4442,83,0,67,25759,246198
4443,87,0,61,29573,196038
4444,77.6,0,70,38626,517900
4445,43.9,97086,71,78088,-192905
4446,58.3,48163,67,31461,229791
4447,89.7,0,74,65448,310356
4448,63.3,0,62,57572,1136529
4449,76.4,0,58,64984,854986
4450,78.8,0,71,77883,898983
4451,32.5,73217,74,70032,-221651
4452,84.4,0,63,32215,240262
4453,73.8,0,60,26050,432909
4454,45.3,45393,58,34956,391186
4455,38.8,60179,59,51042,267536
4456,41,33960,56,26721,269282
4457,36.1,83269,73,73782,-308059
4458,41.4,25050,65,21383,80226
4459,93.3,0,61,53410,86499
4460,31.7,28600,62,26962,14667
4461,41.6,77272,64,70246,357544
4462,74.1,0,63,36900,554404
4463,75.9,0,60,41869,557519
4464,34.6,80758,72,74310,-304522
4465,89,0,67,49142,291499
4466,34.5,24611,66,23212,92159
4467,35.3,51047,59,43991,120405
4468,65,140814,72,77408,587770
4469,90.1,0,73,73542,358153
4470,42.2,62911,57,54463,507241
4471,55.4,76537,59,61589,1054441
4472,74.1,0,63,42955,616975
4473,81.4,0,65,63094,640805
4474,89.8,0,64,61650,297375
4475,44,61900,69,55506,55798
4476,33,22123,60,20676,45632
4477,46.9,93137,71,69321,-227820
4478,87.8,0,61,61567,392410
4479,68.3,0,68,28477,509155
4480,45.4,59914,59,49030,383397
4481,79.6,0,55,70174,802326
4482,94.7,0,66,29855,-69645
4483,89.1,0,66,48458,188743
4484,79,0,59,61510,817424
4485,56.4,124446,69,73523,178134
4486,84.3,0,73,30738,280094
4487,90.3,0,57,20365,74023
4488,34,69096,66,64662,-21665
4489,63.1,0,60,27337,471534
4490,44.2,53125,63,40522,247003
4491,39.9,68654,64,56080,-22812
4492,40.3,56869,70,49626,-168884
4493,51.7,106478,60,74691,833148
4494,74.2,0,73,77067,1100414
4495,57,91871,60,56625,918487
4496,45.1,45057,60,33330,262395
4497,47.7,42819,62,29510,161482
4498,39.3,41707,58,37114,206765
4499,70,0,66,50220,875607
4500,90.5,0,55,35880,108378
4501,80.4,0,58,25339,278303
4502,78,0,68,64865,797656
4503,46.9,49328,73,40095,-126697
4504,34.1,63270,58,56300,182699
4505,43.9,88580,56,70363,716539
4506,66.7,56582,73,33532,215507
4507,83.3,0,57,44767,521186
4508,77.4,0,65,32775,364444
4509,63.2,50559,68,31171,314856
4510,56.9,102490,64,60170,600517
4511,37.7,57383,69,55711,-22017
4512,37.4,87505,58,77179,441162
4513,50.1,43220,56,39274,619372
4514,94.5,0,69,47714,57845
4515,45.3,45288,72,39172,63925
4516,64.3,131997,72,61514,229130
4517,81,0,71,33866,342979
4518,31.5,47353,71,44968,-172391
4519,54.6,107716,63,70725,796661
4520,92.9,0,73,41107,126317
4521,61.6,83135,73,57591,265818
4522,63,0,62,64739,1371056
4523,47.1,41050,73,33295,-36620
4524,94,0,71,58766,48684
4525,32.7,31348,74,29801,-195093
4526,86.4,0,56,63723,423507
4527,47.3,31184,61,23401,131316
4528,92.8,0,61,55438,138879
4529,83.6,0,59,33104,288680
4530,86.5,0,62,27579,189636
4531,76.3,0,74,25153,348359
4532,61.8,72369,68,46034,553977
4533,52.7,28654,57,23036,410188
4534,69.1,0,65,40702,715825
4535,63.9,99430,75,46914,-92461
4536,63.4,81425,64,48915,891954
4537,56.7,39761,62,28509,425988
4538,30.8,68291,70,66397,-185739
4539,81.8,0,63,22579,203467
4540,34.5,49349,70,47236,-79716
4541,31.2,63737,57,61505,335878
4542,70.2,59521,71,25255,301776
4543,33.8,47444,58,44845,254162
4544,55.3,72510,69,50897,273189
4545,69.2,0,59,36684,555242
4546,70.6,101950,73,39423,411947
4547,85.6,0,65,46583,409663
4548,89.6,0,73,37114,134439
4549,84.2,0,58,43363,405747
4550,54.8,81439,56,61171,1260403
4551,68.9,0,59,56423,1038972
4552,53,71032,68,51295,142621
4553,43.7,26833,62,22211,141668
4554,63.7,0,63,56542,895455
4555,70.1,0,65,64149,1070261
4556,47.4,65270,56,48767,573317
4557,34.4,31736,63,27289,51563
4558,47,64831,73,52914,-49198
4559,87,0,69,22354,182156
4560,79.4,0,71,38294,448496
4561,76,0,73,61831,845207
4562,30.2,45270,58,44252,193446
4563,37.6,54635,63,47846,166468
4564,90,0,60,43253,250748
4565,32.2,38367,66,36511,-46043
4566,38.9,91803,63,77505,149348
4567,31,25639,72,24812,-206977
4568,73.6,0,55,35592,543576
4569,31.1,33678,60,32742,71392
4570,33.4,60052,62,57680,116628
4571,51.7,57694,66,46928,361722
4572,79.2,0,57,51720,553702
4573,49.5,103988,56,56722,612943
4574,66.8,0,56,72527,1293081
4575,32.6,73508,63,68151,83853
4576,90.2,0,73,33846,164853
4577,42.3,86610,60,70022,399208
4578,66.8,123088,71,52014,455070
4579,55.9,36528,75,25777,34726
4580,88.5,0,70,78450,471011
4581,42.4,26387,56,23299,314708
4582,36.3,55433,63,48941,91128
4583,82.8,0,66,69477,700351
4584,91.3,0,67,74350,211054
4585,76.5,0,67,55237,749561
4586,30.8,78185,63,75842,97152
4587,42.5,97245,74,77010,-262407
4588,42.8,32782,72,24001,-179309
4589,79.1,0,62,76192,893875
4590,94,0,58,57161,157105
4591,44.3,50891,65,41157,123443
4592,39.7,63907,61,59787,278392
4593,61,0,56,41529,871340
4594,50.9,87953,71,68895,71799
4595,35.4,67484,71,62464,-112613
4596,79.3,0,57,27475,381323
4597,64.7,0,56,40175,695239
4598,61.4,0,59,29738,684874
4599,85.2,0,72,42810,286374
4600,53.8,82058,61,57308,657197
4601,60,75109,71,40266,204206
4602,44.9,29913,67,22425,15582
4603,59.5,89263,62,50217,861003
4604,36.3,27074,64,24340,-1783
4605,86.6,0,72,67123,531616
4606,33.6,23031,60,21177,29536
4607,64,0,55,31271,588417
4608,60.5,0,59,35372,684473
4609,71,0,63,40278,600799
4610,86.1,0,67,70319,477442
4611,88.6,0,65,21438,106828
4612,71.5,0,56,69713,1130863
4613,60.3,79079,68,47679,503249
4614,35.2,28625,70,26519,-74348
4615,33.8,44775,71,41465,-119004
4616,68.7,0,58,23489,437083
4617,75.5,0,64,47706,638316
4618,64.1,48294,69,31289,405704
4619,55.2,81145,69,50103,85968
4620,61.6,0,61,55895,1170355
4621,67,0,64,39169,719428
4622,37.9,62762,61,55222,181099
4623,35,28266,67,25633,-1841
4624,73.5,0,56,63478,911230
4625,58.7,0,58,69785,1518277
4626,81.5,0,66,56195,665669
4627,74,0,73,21462,322665
4628,34.6,85909,61,76564,200448
4629,86,0,66,66936,595540
4630,75.6,0,61,22654,352563
4631,43.9,102076,67,78686,62159
4632,67.1,118617,75,58359,175378
4633,30.2,24124,59,23929,81327
4634,73.1,0,62,21445,356287
4635,77.3,0,64,39283,533632
4636,33.7,22985,68,22120,-31910
4637,33.9,29633,62,28473,48229
4638,83.8,0,55,26432,235846
4639,55.4,79556,74,60502,5005
4640,34.4,24644,65,22242,64917
4641,93.7,0,72,53710,56533
4642,76,0,68,24319,346536
4643,44.9,42032,61,37517,344926
4644,59,32735,72,27605,154048
4645,68.8,0,59,31338,518168
4646,46.9,72461,74,50818,-382909
4647,52.3,116608,56,71880,1148987
4648,33.1,63303,68,60545,-74505
4649,94.1,0,73,59225,87616
4650,64,44938,66,21757,299377
4651,42.2,84458,56,77181,864504
4652,56.9,163981,63,74003,651284
4653,61.8,0,55,72615,1447539
4654,34.7,61608,67,58118,-10326
4655,46.2,99511,58,78488,751561
4656,30.7,65282,60,63573,222297
4657,71.8,0,59,62962,1016003
4658,54.9,43662,59,26689,377863
4659,78.6,0,60,45284,526515
4660,47.8,102384,69,73949,-103101
4661,74.9,0,60,77708,1109078
4662,52.8,86173,64,58456,276247
4663,89.6,0,65,41380,248462
4664,78.4,0,58,33782,428539
4665,79.2,0,63,40060,449335
4666,33.6,52005,66,48200,-65830
4667,65.1,0,56,24696,444092
4668,65.9,118286,70,71832,854411
4669,62,111207,73,76563,399723
4670,80.8,0,72,59926,609222
4671,82.1,0,64,75180,814988
4672,86.1,0,59,48733,368678
4673,35,28288,72,26468,-58874
4674,86.5,0,72,76120,568225
4675,68.5,0,59,31268,617532
4676,62.5,146057,68,62452,477760
4677,42.2,59379,62,50557,183786
4678,86.8,0,71,64449,495871
4679,77.6,0,71,65207,941585
4680,89.4,0,74,67452,315758
4681,48.4,37386,74,28005,-1707
4682,72.6,0,57,41209,602291
4683,47.9,66584,70,52451,68628
4684,84.6,0,74,47493,436071
4685,33.9,23491,70,21738,-54101
4686,32.7,67025,57,63807,385032
4687,33.8,70349,70,64235,-235902
4688,77.1,0,65,65991,810039
4689,61.8,78888,63,51547,971862
4690,38.5,67020,69,61216,12558
4691,43.7,69274,71,54404,-123198
4692,54.2,67532,74,48458,-58929
4693,64.1,107541,65,63098,1113915
4694,81.9,0,73,60832,555887
4695,59,92659,74,58203,12207
4696,41.9,91027,71,74272,-202281
4697,84.6,0,64,56504,542503
4698,39.1,67714,75,58436,-258374
4699,47.7,112045,74,75196,-462717
4700,57.2,91764,70,64467,326792
4701,30.4,70572,74,69083,-242307
4702,37.1,86212,61,74681,225134
4703,75.2,0,74,50961,717136
4704,88.3,0,67,22879,17786
4705,36.2,41418,61,38164,191915
4706,84.4,0,61,25154,192176
4707,53.4,83014,65,57501,385761
4708,42.3,41950,57,33634,318445
4709,40.1,48583,64,37332,83016
4710,54,100208,65,61757,438762
4711,32.1,53411,59,51455,177163
4712,71.8,0,63,49950,779383
4713,41.6,64111,62,51158,194880
4714,85.8,0,75,57939,527603
4715,46.1,25630,61,20395,82604
4716,42.4,62384,63,46067,12075
4717,42.3,43549,56,38106,431676
4718,61.7,0,60,55143,1158225
4719,57.2,121340,58,78919,1531454
4720,52.3,101949,71,73275,-24559
4721,92.6,0,57,76716,274714
4722,43.7,70240,73,52498,-359300
4723,74.1,0,59,23664,326387
4724,62.8,137249,67,78777,895707
4725,63.8,53497,67,45280,719777
4726,73.1,122949,75,50346,624653
4727,82.9,0,65,31391,395964
4728,33.3,52163,70,47950,-188612
4729,89.8,0,73,78092,401588
4730,74.8,0,60,61807,867022
4731,48.5,30989,62,24095,121726
4732,77.2,0,60,20448,255515
4733,51.3,96425,72,56586,-444833
4734,62.6,0,62,60923,1082345
4735,50.3,64027,67,55803,281466
4736,82.2,0,73,45517,438837
4737,42.5,51960,69,36618,-121491
4738,91,0,67,53344,196700
4739,67.5,0,60,51937,979577
4740,65.9,85155,67,66139,1125171
4741,42.4,42184,56,32520,261657
4742,88.3,0,67,73199,483156
4743,52.7,93528,56,69395,1297351
4744,94.1,0,68,74845,25896
4745,72,0,60,56266,837453
4746,60.3,47982,63,23966,292239
4747,71.2,133617,74,72456,848148
4748,37.9,35795,60,30685,-42652
4749,37.2,26953,63,22828,41926
4750,71.2,0,57,30421,492573
4751,33.4,46419,55,43369,237109
4752,82.4,0,73,39642,419519
4753,78.6,0,63,45455,645171
4754,40.5,67663,56,53990,423480
4755,50.2,105636,72,72084,-323088
4756,52.3,77811,58,64548,1010072
4757,30.2,56000,70,54564,-163962
4758,47.7,28432,73,25095,45864
4759,48.5,73681,66,61317,295780
4760,55.9,37506,56,26842,511804
4761,48.5,56619,71,43587,-3043
4762,62.2,84437,66,61974,915076
4763,35.8,77283,73,73234,-268058
4764,42.1,79751,64,75124,468467
4765,51.1,96961,64,69615,522882
4766,80.3,0,61,28363,306228
4767,78.4,0,64,58438,682077
4768,68.5,0,66,39259,675470
4769,81.7,0,68,30276,373024
4770,62.2,70712,70,40432,250090
4771,76.6,0,59,62257,727788
4772,88.2,0,62,53174,450021
4773,76.8,0,60,54261,757413
4774,44.4,37308,61,33448,281912
4775,54,65587,73,50310,47037
4776,57.2,113354,64,62109,509252
4777,50.3,50204,63,35273,231311
4778,61.7,0,56,27057,509249
4779,59.4,29056,67,23622,358415
4780,90.7,0,68,50284,168008
4781,31.1,60278,67,58412,-113212
4782,94.5,0,62,60048,1320
4783,56.9,58599,69,45277,316400
4784,69.9,0,62,40612,701406
4785,63.8,0,62,59241,1139862
4786,54.7,73939,60,60970,898758
4787,35.4,63213,73,58191,-250403
4788,92.5,0,60,58765,147701
4789,82.1,0,55,67775,657359
4790,37.8,31860,59,27867,163442
4791,30.9,49974,56,48702,200510
4792,73.6,0,66,64449,1059332
4793,88.8,0,72,61415,256871
4794,78.5,0,71,36723,510226
4795,38.2,82743,69,76206,15428
4796,77.3,0,74,47354,692832
4797,84.3,0,57,38078,372182
4798,77.6,0,73,30656,500374
4799,63.6,0,57,65618,1254085
4800,92,0,69,51034,190791
4801,43,85718,71,70223,-239721
4802,36.7,57130,67,48984,-58421
4803,72.4,49883,73,23218,375686
4804,34.2,80201,67,74184,-161310
4805,85.4,0,59,74297,506288
4806,37.9,39586,59,34641,179725
4807,49.3,27786,64,25527,267419
4808,55.5,72896,60,47511,655550
4809,41.6,84286,65,66413,107399
4810,62.4,0,59,51471,976214
4811,36.4,56000,69,50468,-127904
4812,30.7,63954,57,62559,397349
4813,53.7,102777,64,68278,524457
4814,61.7,0,59,40206,778791
